Order ID,Category,Sub Category,Sales,Discount,Profit,PaymentMode
OD1492,Snacks,Noodles,1141,0.26,136.92,UPI
OD1493,Oil & Masala,Edible Oil & Ghee,1512,0.2,574.56,UPI
OD1494,Oil & Masala,Spices,1619,0.1,226.66,UPI
OD1495,Bakery,Cakes,2252,0.25,855.76,UPI
OD1496,Food Grains,Atta & Flour,2089,0.21,125.34,UPI
OD1497,Beverages,Health Drinks,1632,0.19,163.2,UPI
OD1498,"Eggs, Meat & Fish",Chicken,1254,0.25,501.6,UPI
OD1499,Fruits & Veggies,Organic Vegetables,1422,0.3,355.5,UPI
OD1500,Snacks,Chocolates,1698,0.2,509.4,UPI
OD1501,Snacks,Noodles,1602,0.32,512.64,UPI
OD1502,"Eggs, Meat & Fish",Chicken,2178,0.14,261.36,UPI
OD1503,Beverages,Health Drinks,2004,0.34,380.76,UPI
OD1504,Fruits & Veggies,Organic Fruits,2118,0.19,444.78,UPI
OD1505,Oil & Masala,Masalas,711,0.27,291.51,UPI
OD1506,Oil & Masala,Spices,2262,0.2,520.26,UPI
OD1507,"Eggs, Meat & Fish",Mutton,1132,0.21,203.76,UPI
OD1508,Fruits & Veggies,Fresh Vegetables,1865,0.26,279.75,UPI
OD1509,Snacks,Cookies,1570,0.34,188.4,UPI
OD1510,Beverages,Soft Drinks,2314,0.14,439.66,UPI
OD1511,Bakery,Breads & Buns,1866,0.23,205.26,UPI
OD1512,Bakery,Breads & Buns,1871,0.23,841.95,UPI
OD1513,Oil & Masala,Edible Oil & Ghee,1182,0.33,425.52,UPI
OD1514,Oil & Masala,Spices,1820,0.15,509.6,UPI
OD1515,Beverages,Soft Drinks,1220,0.31,317.2,UPI
OD1516,Snacks,Noodles,888,0.28,222,UPI
OD1517,Snacks,Noodles,2031,0.11,264.03,UPI
OD1518,Oil & Masala,Edible Oil & Ghee,1577,0.28,78.85,UPI
OD1519,Fruits & Veggies,Fresh Vegetables,1709,0.32,170.9,UPI
OD1520,Bakery,Breads & Buns,1471,0.2,250.07,UPI
OD1521,Snacks,Cookies,2258,0.25,699.98,UPI
OD1522,Oil & Masala,Spices,2003,0.25,300.45,UPI
OD1523,Bakery,Breads & Buns,1511,0.28,438.19,UPI
OD1524,Oil & Masala,Edible Oil & Ghee,2022,0.25,384.18,UPI
OD1525,Food Grains,Rice,592,0.34,100.64,UPI
OD1526,Snacks,Noodles,1612,0.18,435.24,UPI
OD1527,Oil & Masala,Spices,1810,0.29,307.7,UPI
OD1528,Bakery,Breads & Buns,883,0.16,114.79,UPI
OD1529,Beverages,Health Drinks,1358,0.25,611.1,UPI
OD1530,Food Grains,Rice,1540,0.33,123.2,UPI
OD1531,Beverages,Soft Drinks,1525,0.15,640.5,UPI
OD1532,Bakery,Breads & Buns,1169,0.35,233.8,UPI
OD1533,Beverages,Soft Drinks,2182,0.12,829.16,UPI
OD1534,"Eggs, Meat & Fish",Chicken,1822,0.22,637.7,UPI
OD1535,Oil & Masala,Masalas,1375,0.26,275,UPI
OD1536,Bakery,Breads & Buns,2039,0.19,734.04,UPI
OD1537,Beverages,Soft Drinks,1140,0.16,478.8,UPI
OD1538,Beverages,Soft Drinks,832,0.23,58.24,UPI
OD1539,Beverages,Health Drinks,904,0.2,343.52,UPI
OD1540,Snacks,Noodles,1054,0.13,432.14,UPI
OD1541,Bakery,Biscuits,1280,0.12,358.4,UPI
OD1542,Beverages,Health Drinks,2188,0.1,765.8,UPI
OD1543,Snacks,Cookies,661,0.34,218.13,UPI
OD1544,Bakery,Biscuits,1377,0.32,481.95,UPI
OD1545,Fruits & Veggies,Fresh Vegetables,1792,0.27,430.08,UPI
OD1546,Bakery,Cakes,2482,0.16,446.76,UPI
OD1547,Bakery,Biscuits,2478,0.16,594.72,UPI
OD1548,Beverages,Health Drinks,669,0.28,140.49,UPI
OD1549,Food Grains,Atta & Flour,1697,0.3,135.76,UPI
OD1550,Oil & Masala,Edible Oil & Ghee,876,0.27,324.12,UPI
OD1551,Bakery,Breads & Buns,1037,0.19,435.54,UPI
OD1552,Fruits & Veggies,Organic Vegetables,2051,0.32,512.75,UPI
OD1553,Fruits & Veggies,Fresh Fruits,581,0.35,87.15,UPI
OD1554,Beverages,Soft Drinks,1583,0.28,601.54,UPI
OD1555,Fruits & Veggies,Organic Fruits,1011,0.15,323.52,UPI
OD1556,Fruits & Veggies,Organic Vegetables,1275,0.32,344.25,UPI
OD1557,"Eggs, Meat & Fish",Chicken,527,0.23,237.15,UPI
OD1558,Fruits & Veggies,Organic Vegetables,2343,0.27,820.05,UPI
OD1559,Fruits & Veggies,Fresh Fruits,1893,0.22,700.41,UPI
OD1560,"Eggs, Meat & Fish",Fish,1751,0.35,490.28,UPI
OD1561,Food Grains,Rice,636,0.31,248.04,UPI
OD1562,"Eggs, Meat & Fish",Eggs,2484,0.1,645.84,UPI
OD1563,Food Grains,Organic Staples,880,0.18,167.2,UPI
OD1564,Bakery,Cakes,1634,0.32,408.5,UPI
OD1565,Beverages,Health Drinks,1794,0.24,717.6,UPI
OD1566,Food Grains,Rice,2355,0.3,117.75,UPI
OD1567,Bakery,Cakes,1558,0.32,186.96,UPI
OD1568,Beverages,Health Drinks,713,0.18,128.34,UPI
OD1569,Food Grains,Atta & Flour,1621,0.2,437.67,UPI
OD1570,Oil & Masala,Spices,1925,0.11,827.75,UPI
OD1571,Oil & Masala,Edible Oil & Ghee,1566,0.34,657.72,UPI
OD1572,Bakery,Breads & Buns,832,0.11,208,UPI
OD1573,Fruits & Veggies,Organic Fruits,824,0.25,123.6,UPI
OD1574,Food Grains,Rice,575,0.27,247.25,UPI
OD1575,"Eggs, Meat & Fish",Mutton,2224,0.15,511.52,UPI
OD1576,Oil & Masala,Edible Oil & Ghee,1153,0.31,230.6,UPI
OD1577,Oil & Masala,Edible Oil & Ghee,1139,0.24,136.68,UPI
OD1578,Bakery,Biscuits,1168,0.21,58.4,UPI
OD1579,Beverages,Soft Drinks,2491,0.27,548.02,UPI
OD1580,Food Grains,Dals & Pulses,1257,0.34,565.65,UPI
OD1581,Food Grains,Rice,1314,0.18,118.26,UPI
OD1582,Fruits & Veggies,Fresh Vegetables,1213,0.34,145.56,UPI
OD1583,Snacks,Noodles,2369,0.25,615.94,UPI
OD1584,Fruits & Veggies,Fresh Fruits,2068,0.3,434.28,UPI
OD1585,Food Grains,Atta & Flour,1020,0.21,163.2,UPI
OD1586,Snacks,Noodles,1474,0.28,397.98,UPI
OD1587,Fruits & Veggies,Fresh Fruits,1599,0.22,399.75,UPI
OD1588,Oil & Masala,Masalas,1159,0.15,278.16,UPI
OD1589,Oil & Masala,Masalas,1975,0.1,829.5,UPI
OD1590,Fruits & Veggies,Fresh Fruits,1333,0.3,213.28,UPI
OD1591,Fruits & Veggies,Organic Fruits,512,0.19,92.16,UPI
OD1592,Beverages,Soft Drinks,1125,0.1,202.5,UPI
OD1593,Snacks,Noodles,822,0.21,246.6,UPI
OD1594,Beverages,Soft Drinks,1354,0.16,514.52,UPI
OD1595,"Eggs, Meat & Fish",Fish,1445,0.1,621.35,UPI
OD1596,Beverages,Soft Drinks,2024,0.3,809.6,UPI
OD1597,Bakery,Biscuits,1823,0.17,674.51,UPI
OD1598,Bakery,Cakes,1118,0.12,290.68,UPI
OD1599,Beverages,Soft Drinks,2153,0.33,839.67,UPI
OD1600,Snacks,Chocolates,1121,0.33,257.83,UPI
OD1601,"Eggs, Meat & Fish",Eggs,1905,0.24,819.15,UPI
OD1602,Bakery,Breads & Buns,1592,0.29,525.36,UPI
OD1603,Bakery,Cakes,2175,0.2,891.75,UPI
OD1604,Food Grains,Organic Staples,1586,0.12,269.62,UPI
OD1605,"Eggs, Meat & Fish",Fish,2139,0.23,513.36,UPI
OD1606,Oil & Masala,Edible Oil & Ghee,519,0.16,41.52,UPI
OD1607,Food Grains,Organic Staples,530,0.16,190.8,UPI
OD1608,Bakery,Cakes,2134,0.14,128.04,UPI
OD1609,Bakery,Biscuits,1907,0.35,247.91,UPI
OD1610,Bakery,Breads & Buns,1269,0.16,558.36,UPI
OD1611,Bakery,Breads & Buns,1785,0.24,642.6,UPI
OD1612,Oil & Masala,Masalas,2317,0.34,1042.65,UPI
OD1613,Oil & Masala,Spices,1510,0.34,151,UPI
OD1614,Snacks,Chocolates,1729,0.32,708.89,UPI
OD1615,Food Grains,Dals & Pulses,1069,0.13,203.11,UPI
OD1616,Beverages,Health Drinks,987,0.11,227.01,UPI
OD1617,Snacks,Cookies,1318,0.17,579.92,UPI
OD1618,Bakery,Biscuits,2007,0.26,501.75,UPI
OD1619,Snacks,Noodles,1075,0.2,408.5,UPI
OD1620,Bakery,Cakes,1399,0.23,587.58,UPI
OD1621,"Eggs, Meat & Fish",Chicken,2232,0.29,870.48,UPI
OD1622,Oil & Masala,Edible Oil & Ghee,2259,0.24,135.54,UPI
OD1623,Beverages,Health Drinks,1485,0.22,163.35,UPI
OD1624,Fruits & Veggies,Organic Fruits,711,0.3,255.96,UPI
OD1625,Snacks,Cookies,1217,0.34,389.44,UPI
OD1626,Fruits & Veggies,Fresh Vegetables,755,0.3,256.7,UPI
OD1627,Bakery,Biscuits,1864,0.18,428.72,UPI
OD1628,Oil & Masala,Masalas,1255,0.12,539.65,UPI
OD1629,Snacks,Cookies,1236,0.17,432.6,UPI
OD1630,Oil & Masala,Edible Oil & Ghee,1975,0.34,177.75,UPI
OD1631,Beverages,Soft Drinks,2224,0.27,978.56,UPI
OD1632,Oil & Masala,Edible Oil & Ghee,2227,0.23,133.62,UPI
OD1633,Snacks,Cookies,758,0.17,257.72,UPI
OD1634,Fruits & Veggies,Fresh Fruits,2059,0.1,905.96,UPI
OD1635,Snacks,Cookies,995,0.19,447.75,UPI
OD1636,Oil & Masala,Masalas,2101,0.15,735.35,UPI
OD1637,Fruits & Veggies,Fresh Fruits,1382,0.34,234.94,UPI
OD1638,Oil & Masala,Masalas,1095,0.22,109.5,UPI
OD1639,Food Grains,Organic Staples,760,0.21,114,UPI
OD1640,Fruits & Veggies,Organic Vegetables,959,0.25,402.78,UPI
OD1641,Fruits & Veggies,Organic Fruits,811,0.23,194.64,UPI
OD1642,Beverages,Soft Drinks,1368,0.13,615.6,UPI
OD1643,Bakery,Breads & Buns,1177,0.14,506.11,UPI
OD1644,Bakery,Biscuits,632,0.23,151.68,UPI
OD1645,Snacks,Cookies,722,0.12,238.26,UPI
OD1646,"Eggs, Meat & Fish",Fish,865,0.11,190.3,UPI
OD1647,Bakery,Biscuits,2018,0.22,423.78,UPI
OD1648,Food Grains,Dals & Pulses,669,0.3,100.35,UPI
OD1649,Snacks,Cookies,2038,0.35,366.84,UPI
OD1650,Bakery,Cakes,1998,0.18,219.78,UPI
OD1651,Oil & Masala,Edible Oil & Ghee,2365,0.28,733.15,UPI
OD1652,Food Grains,Organic Staples,980,0.28,245,UPI
OD1653,"Eggs, Meat & Fish",Fish,1705,0.27,136.4,UPI
OD1654,Fruits & Veggies,Organic Fruits,1350,0.19,283.5,UPI
OD1655,Beverages,Health Drinks,1312,0.28,524.8,UPI
OD1656,Bakery,Biscuits,1602,0.33,656.82,UPI
OD1657,Food Grains,Organic Staples,1471,0.31,176.52,UPI
OD1658,Fruits & Veggies,Fresh Vegetables,826,0.31,90.86,UPI
OD1659,Fruits & Veggies,Fresh Vegetables,2349,0.23,845.64,UPI
OD1660,Fruits & Veggies,Organic Vegetables,1489,0.12,223.35,UPI
OD1661,Food Grains,Atta & Flour,1919,0.11,537.32,UPI
OD1662,Beverages,Health Drinks,1954,0.31,820.68,UPI
OD1663,Bakery,Biscuits,1367,0.15,123.03,UPI
OD1664,Beverages,Soft Drinks,1102,0.19,407.74,UPI
OD1665,Fruits & Veggies,Organic Vegetables,630,0.26,226.8,UPI
OD1666,Oil & Masala,Edible Oil & Ghee,573,0.12,183.36,UPI
OD1667,Beverages,Health Drinks,2185,0.3,218.5,UPI
OD1668,Bakery,Breads & Buns,589,0.22,229.71,UPI
OD1669,Oil & Masala,Masalas,1585,0.27,95.1,UPI
OD1670,Fruits & Veggies,Fresh Fruits,1330,0.15,518.7,UPI
OD1671,Food Grains,Organic Staples,1624,0.27,519.68,UPI
OD1672,Beverages,Health Drinks,2140,0.33,791.8,UPI
OD1673,Bakery,Breads & Buns,1490,0.19,253.3,UPI
OD1674,"Eggs, Meat & Fish",Mutton,1801,0.33,342.19,UPI
OD1675,Snacks,Cookies,2019,0.1,706.65,UPI
OD1676,Fruits & Veggies,Organic Fruits,2344,0.2,421.92,UPI
OD1677,Bakery,Breads & Buns,1903,0.22,437.69,UPI
OD1678,Fruits & Veggies,Fresh Vegetables,2308,0.31,207.72,UPI
OD1679,"Eggs, Meat & Fish",Chicken,989,0.22,197.8,UPI
OD1680,Food Grains,Dals & Pulses,859,0.34,377.96,UPI
OD1681,Fruits & Veggies,Organic Fruits,635,0.15,69.85,UPI
OD1682,Snacks,Noodles,1866,0.25,653.1,UPI
OD1683,Snacks,Cookies,2027,0.31,385.13,UPI
OD1684,Bakery,Breads & Buns,2246,0.2,539.04,UPI
OD1685,Fruits & Veggies,Organic Fruits,1579,0.15,189.48,UPI
OD1686,Food Grains,Atta & Flour,1270,0.28,317.5,UPI
OD1687,Oil & Masala,Masalas,1267,0.11,177.38,UPI
OD1688,Beverages,Health Drinks,1458,0.17,626.94,UPI
OD1689,"Eggs, Meat & Fish",Chicken,750,0.26,75,UPI
OD1690,Fruits & Veggies,Organic Vegetables,843,0.21,252.9,UPI
OD1691,Beverages,Soft Drinks,1213,0.15,145.56,UPI
OD1692,Oil & Masala,Spices,2019,0.23,383.61,UPI
OD1693,Food Grains,Dals & Pulses,573,0.26,148.98,UPI
OD1694,Oil & Masala,Masalas,791,0.28,348.04,UPI
OD1695,Oil & Masala,Edible Oil & Ghee,2108,0.21,210.8,UPI
OD1696,Oil & Masala,Masalas,769,0.33,322.98,UPI
OD1697,"Eggs, Meat & Fish",Fish,2064,0.25,495.36,UPI
OD1698,Oil & Masala,Edible Oil & Ghee,2451,0.15,1004.91,UPI
OD1699,Snacks,Cookies,2241,0.29,268.92,UPI
OD1700,"Eggs, Meat & Fish",Fish,1072,0.27,343.04,UPI
OD1701,Snacks,Cookies,679,0.11,258.02,UPI
OD1702,Oil & Masala,Spices,2278,0.2,318.92,UPI
OD1703,"Eggs, Meat & Fish",Chicken,1170,0.12,105.3,UPI
OD1704,Bakery,Breads & Buns,856,0.29,111.28,UPI
OD1705,Oil & Masala,Edible Oil & Ghee,519,0.22,98.61,UPI
OD1706,Snacks,Noodles,815,0.28,203.75,UPI
OD1707,Beverages,Health Drinks,1831,0.19,457.75,UPI
OD1708,Snacks,Cookies,2207,0.23,132.42,UPI
OD1709,Bakery,Breads & Buns,1050,0.22,136.5,UPI
OD1710,"Eggs, Meat & Fish",Fish,973,0.29,379.47,UPI
OD1711,Fruits & Veggies,Fresh Vegetables,1624,0.1,422.24,UPI
OD1712,Snacks,Cookies,1660,0.14,730.4,UPI
OD1713,Snacks,Chocolates,993,0.25,287.97,UPI
OD1714,"Eggs, Meat & Fish",Eggs,2309,0.22,831.24,UPI
OD1715,Fruits & Veggies,Fresh Fruits,1959,0.11,313.44,UPI
OD1716,Snacks,Noodles,2276,0.34,955.92,UPI
OD1717,Fruits & Veggies,Fresh Fruits,1438,0.1,359.5,UPI
OD1718,Beverages,Soft Drinks,603,0.28,168.84,UPI
OD1719,Beverages,Health Drinks,995,0.25,338.3,UPI
OD1720,Bakery,Breads & Buns,1054,0.14,179.18,UPI
OD1721,Food Grains,Organic Staples,1532,0.19,505.56,UPI
OD1722,"Eggs, Meat & Fish",Eggs,1896,0.12,853.2,UPI
OD1723,Oil & Masala,Masalas,758,0.23,189.5,UPI
OD1724,Oil & Masala,Spices,1321,0.33,475.56,UPI
OD1725,Fruits & Veggies,Fresh Vegetables,1559,0.15,155.9,UPI
OD1726,Fruits & Veggies,Fresh Fruits,2450,0.14,784,UPI
OD1727,Oil & Masala,Masalas,988,0.1,424.84,UPI
OD1728,Snacks,Noodles,1998,0.18,539.46,UPI
OD1729,Oil & Masala,Spices,1813,0.19,416.99,UPI
OD1730,Snacks,Cookies,1046,0.17,397.48,UPI
OD1731,Oil & Masala,Masalas,940,0.33,394.8,UPI
OD1732,Food Grains,Rice,604,0.11,36.24,UPI
OD1733,"Eggs, Meat & Fish",Mutton,536,0.35,176.88,UPI
OD1734,Oil & Masala,Masalas,1572,0.13,298.68,UPI
OD1735,"Eggs, Meat & Fish",Eggs,2311,0.17,993.73,UPI
OD1736,Snacks,Cookies,895,0.16,187.95,UPI
OD1737,Snacks,Cookies,932,0.35,65.24,UPI
OD1738,Beverages,Soft Drinks,685,0.19,68.5,UPI
OD1739,Beverages,Health Drinks,826,0.27,371.7,UPI
OD1740,Beverages,Health Drinks,815,0.29,171.15,UPI
OD1741,Oil & Masala,Edible Oil & Ghee,1659,0.11,613.83,UPI
OD1742,Food Grains,Organic Staples,2070,0.25,455.4,UPI
OD1743,Beverages,Health Drinks,2386,0.19,143.16,UPI
OD1744,Oil & Masala,Masalas,2384,0.17,715.2,UPI
OD1745,Beverages,Soft Drinks,2010,0.15,402,UPI
OD1746,Snacks,Chocolates,673,0.1,174.98,UPI
OD1747,"Eggs, Meat & Fish",Mutton,2003,0.12,220.33,UPI
OD1748,Snacks,Noodles,1087,0.34,141.31,UPI
OD1749,Snacks,Cookies,1895,0.13,549.55,UPI
OD1750,Oil & Masala,Masalas,2132,0.35,255.84,UPI
OD1751,Snacks,Noodles,2116,0.19,592.48,UPI
OD1752,"Eggs, Meat & Fish",Eggs,2380,0.22,190.4,UPI
OD1753,Fruits & Veggies,Fresh Fruits,1646,0.13,510.26,UPI
OD1754,Snacks,Noodles,1917,0.1,230.04,UPI
OD1755,Food Grains,Dals & Pulses,2122,0.33,742.7,UPI
OD1756,Bakery,Breads & Buns,1688,0.16,286.96,UPI
OD1757,Fruits & Veggies,Fresh Fruits,2123,0.11,891.66,UPI
OD1758,"Eggs, Meat & Fish",Fish,1860,0.28,818.4,UPI
OD1759,Food Grains,Organic Staples,755,0.35,226.5,UPI
OD1760,Fruits & Veggies,Fresh Fruits,1184,0.33,106.56,UPI
OD1761,Bakery,Breads & Buns,2398,0.3,599.5,UPI
OD1762,Food Grains,Rice,962,0.23,355.94,UPI
OD1763,Food Grains,Rice,1052,0.31,473.4,UPI
OD1764,Food Grains,Dals & Pulses,1907,0.17,419.54,UPI
OD1765,"Eggs, Meat & Fish",Chicken,1095,0.27,153.3,UPI
OD1766,Snacks,Chocolates,1997,0.18,319.52,UPI
OD1767,Snacks,Cookies,885,0.25,141.6,UPI
OD1768,Bakery,Breads & Buns,2395,0.22,1053.8,UPI
OD1769,Food Grains,Dals & Pulses,993,0.33,377.34,UPI
OD1770,Bakery,Biscuits,1275,0.28,484.5,UPI
OD1771,Oil & Masala,Masalas,1797,0.19,521.13,UPI
OD1772,Beverages,Health Drinks,732,0.13,314.76,UPI
OD1773,Food Grains,Rice,2069,0.23,806.91,UPI
OD1774,Snacks,Chocolates,2230,0.11,825.1,UPI
OD1775,Food Grains,Atta & Flour,2120,0.29,318,UPI
OD1776,"Eggs, Meat & Fish",Eggs,1862,0.18,521.36,UPI
OD1777,Bakery,Cakes,1352,0.34,554.32,UPI
OD1778,Bakery,Breads & Buns,892,0.33,205.16,UPI
OD1779,Beverages,Soft Drinks,1908,0.1,419.76,UPI
OD1780,Bakery,Biscuits,1834,0.15,476.84,UPI
OD1781,Bakery,Cakes,1636,0.33,130.88,UPI
OD1782,Food Grains,Rice,708,0.22,318.6,UPI
OD1783,Beverages,Health Drinks,1014,0.27,182.52,UPI
OD1784,Beverages,Health Drinks,2000,0.16,880,UPI
OD1785,Beverages,Health Drinks,1061,0.28,360.74,UPI
OD1786,Fruits & Veggies,Fresh Fruits,1827,0.29,694.26,UPI
OD1787,Bakery,Cakes,1314,0.31,210.24,UPI
OD1788,Snacks,Chocolates,992,0.25,158.72,UPI
OD1789,Fruits & Veggies,Fresh Fruits,824,0.22,107.12,UPI
OD1790,Fruits & Veggies,Fresh Vegetables,863,0.22,207.12,UPI
OD1791,Snacks,Noodles,2398,0.35,263.78,UPI
OD1792,Oil & Masala,Masalas,1859,0.22,446.16,UPI
OD1793,Bakery,Cakes,955,0.26,296.05,UPI
OD1794,Bakery,Biscuits,2101,0.25,819.39,UPI
OD1795,Food Grains,Atta & Flour,2359,0.17,518.98,UPI
OD1796,"Eggs, Meat & Fish",Mutton,991,0.2,297.3,UPI
OD1797,Food Grains,Atta & Flour,1713,0.13,753.72,UPI
OD1798,Bakery,Breads & Buns,1341,0.16,482.76,UPI
OD1799,"Eggs, Meat & Fish",Mutton,2477,0.23,495.4,UPI
OD1800,Oil & Masala,Edible Oil & Ghee,2494,0.13,847.96,UPI
OD1801,Food Grains,Dals & Pulses,1857,0.31,631.38,UPI
OD1802,Beverages,Soft Drinks,1364,0.35,409.2,UPI
OD1803,Beverages,Health Drinks,1201,0.31,312.26,UPI
OD1804,Bakery,Breads & Buns,1027,0.15,236.21,UPI
OD1805,Bakery,Cakes,1147,0.18,344.1,UPI
OD1806,Fruits & Veggies,Fresh Fruits,1757,0.24,140.56,UPI
OD1807,Snacks,Chocolates,1143,0.32,137.16,UPI
OD1808,Bakery,Biscuits,2429,0.11,1093.05,UPI
OD1809,Beverages,Health Drinks,2190,0.3,700.8,UPI
OD1810,Oil & Masala,Edible Oil & Ghee,2168,0.24,238.48,UPI
OD1811,Bakery,Breads & Buns,2073,0.28,642.63,UPI
OD1812,Beverages,Health Drinks,1554,0.2,295.26,UPI
OD1813,Bakery,Biscuits,1641,0.23,180.51,UPI
OD1814,Fruits & Veggies,Organic Vegetables,1273,0.31,165.49,UPI
OD1815,Oil & Masala,Spices,879,0.16,307.65,UPI
OD1816,Snacks,Noodles,913,0.23,155.21,UPI
OD1817,"Eggs, Meat & Fish",Mutton,976,0.11,409.92,UPI
OD1818,Fruits & Veggies,Fresh Vegetables,1105,0.15,198.9,UPI
OD1819,"Eggs, Meat & Fish",Mutton,1100,0.3,242,UPI
OD1820,Food Grains,Organic Staples,2442,0.18,708.18,UPI
OD1821,Beverages,Soft Drinks,1921,0.14,499.46,UPI
OD1822,Beverages,Health Drinks,2296,0.15,1010.24,UPI
OD1823,Fruits & Veggies,Organic Vegetables,1363,0.15,558.83,UPI
OD1824,Fruits & Veggies,Fresh Fruits,1549,0.25,309.8,UPI
OD1825,"Eggs, Meat & Fish",Fish,880,0.22,237.6,UPI
OD1826,"Eggs, Meat & Fish",Eggs,1485,0.24,623.7,UPI
OD1827,Food Grains,Atta & Flour,865,0.19,311.4,UPI
OD1828,Beverages,Health Drinks,645,0.11,103.2,UPI
OD1829,Bakery,Biscuits,1887,0.14,358.53,UPI
OD1830,Food Grains,Atta & Flour,611,0.26,146.64,UPI
OD1831,Food Grains,Dals & Pulses,588,0.13,235.2,UPI
OD1832,"Eggs, Meat & Fish",Chicken,1280,0.28,140.8,UPI
OD1833,Food Grains,Rice,1932,0.2,193.2,UPI
OD1834,Snacks,Noodles,1192,0.17,393.36,UPI
OD1835,Oil & Masala,Edible Oil & Ghee,1119,0.18,436.41,UPI
OD1836,"Eggs, Meat & Fish",Eggs,521,0.26,119.83,UPI
OD1837,Food Grains,Organic Staples,1072,0.21,257.28,UPI
OD1838,Bakery,Cakes,1565,0.23,156.5,UPI
OD1839,Food Grains,Rice,1245,0.13,112.05,UPI
OD1840,Food Grains,Rice,2012,0.21,784.68,UPI
OD1841,Bakery,Biscuits,1888,0.11,509.76,UPI
OD1842,Fruits & Veggies,Fresh Vegetables,689,0.28,303.16,UPI
OD1843,Fruits & Veggies,Fresh Fruits,877,0.31,219.25,UPI
OD1844,"Eggs, Meat & Fish",Fish,1607,0.19,691.01,UPI
OD1845,Bakery,Cakes,2289,0.31,389.13,UPI
OD1846,Food Grains,Atta & Flour,1900,0.14,152,UPI
OD1847,Oil & Masala,Masalas,2307,0.23,184.56,UPI
OD1848,Oil & Masala,Spices,2021,0.1,323.36,UPI
OD1849,Oil & Masala,Masalas,1264,0.29,429.76,UPI
OD1850,Beverages,Soft Drinks,2475,0.31,198,UPI
OD1851,"Eggs, Meat & Fish",Fish,2358,0.24,801.72,UPI
OD1852,"Eggs, Meat & Fish",Fish,2157,0.15,237.27,UPI
OD1853,Oil & Masala,Edible Oil & Ghee,2171,0.16,846.69,UPI
OD1854,Beverages,Health Drinks,1022,0.22,275.94,UPI
OD1855,Snacks,Cookies,877,0.13,219.25,UPI
OD1856,Oil & Masala,Masalas,1016,0.18,111.76,UPI
OD1857,Snacks,Noodles,1241,0.14,248.2,UPI
OD1858,Fruits & Veggies,Organic Vegetables,801,0.17,280.35,UPI
OD1859,"Eggs, Meat & Fish",Eggs,1115,0.18,133.8,UPI
OD1860,Bakery,Biscuits,1261,0.3,416.13,UPI
OD1861,"Eggs, Meat & Fish",Chicken,527,0.2,147.56,UPI
OD1862,Fruits & Veggies,Fresh Fruits,872,0.12,69.76,UPI
OD1863,Bakery,Cakes,1244,0.26,510.04,UPI
OD1864,Food Grains,Atta & Flour,1896,0.35,701.52,UPI
OD1865,Oil & Masala,Edible Oil & Ghee,640,0.14,262.4,UPI
OD1866,Bakery,Biscuits,783,0.24,180.09,UPI
OD1867,Snacks,Chocolates,1815,0.25,326.7,UPI
OD1868,Beverages,Soft Drinks,688,0.17,151.36,UPI
OD1869,Fruits & Veggies,Fresh Vegetables,2410,0.14,482,UPI
OD1870,"Eggs, Meat & Fish",Mutton,1590,0.22,381.6,UPI
OD1871,Oil & Masala,Spices,2207,0.27,684.17,UPI
OD1872,Bakery,Cakes,2484,0.31,819.72,UPI
OD1873,Beverages,Health Drinks,790,0.2,244.9,UPI
OD1874,Snacks,Noodles,2207,0.24,220.7,UPI
OD1875,"Eggs, Meat & Fish",Fish,572,0.19,102.96,UPI
OD1876,Food Grains,Rice,2054,0.27,492.96,UPI
OD1877,Bakery,Biscuits,1567,0.18,172.37,UPI
OD1878,Oil & Masala,Masalas,2500,0.26,400,UPI
OD1879,Beverages,Health Drinks,1801,0.3,144.08,UPI
OD1880,Snacks,Noodles,1288,0.11,257.6,UPI
OD1881,Beverages,Soft Drinks,1473,0.35,574.47,UPI
OD1882,"Eggs, Meat & Fish",Fish,1023,0.3,368.28,UPI
OD1883,Food Grains,Organic Staples,761,0.27,251.13,UPI
OD1884,"Eggs, Meat & Fish",Eggs,1838,0.29,367.6,UPI
OD1885,Beverages,Health Drinks,1816,0.35,399.52,UPI
OD1886,Oil & Masala,Edible Oil & Ghee,2491,0.24,846.94,UPI
OD1887,Food Grains,Atta & Flour,1095,0.17,219,UPI
OD1888,Beverages,Health Drinks,2349,0.24,469.8,UPI
OD1889,Snacks,Chocolates,2396,0.32,958.4,UPI
OD1890,Beverages,Soft Drinks,2341,0.25,632.07,UPI
OD1891,Beverages,Soft Drinks,1875,0.3,825,UPI
OD1892,Fruits & Veggies,Organic Fruits,2452,0.25,931.76,UPI
OD1893,Oil & Masala,Spices,2152,0.35,559.52,UPI
OD1894,Bakery,Biscuits,1863,0.12,111.78,UPI
OD1895,Bakery,Cakes,1878,0.26,225.36,UPI
OD1896,Oil & Masala,Edible Oil & Ghee,2055,0.29,267.15,UPI
OD1897,Beverages,Soft Drinks,885,0.32,238.95,UPI
OD1898,Fruits & Veggies,Organic Vegetables,2341,0.19,1053.45,UPI
OD1899,Snacks,Noodles,602,0.2,150.5,UPI
OD1900,Food Grains,Dals & Pulses,610,0.32,134.2,UPI
OD1901,Beverages,Health Drinks,2112,0.28,760.32,UPI
OD1902,Bakery,Breads & Buns,1262,0.22,340.74,UPI
OD1903,Bakery,Breads & Buns,2492,0.28,747.6,UPI
OD1904,Food Grains,Atta & Flour,2012,0.25,321.92,UPI
